,Condition,df,mse,p_value,se,t,theta,Source,Detector,Chroma,Significant,ch_name
568,m_speech__ild_10__itd_0__targ_l,57.0,9.118181607134024e-16,0.5899374508454195,1.9078759252508778e-08,-0.5419907870138275,-0.010340511742514576,3,3,hbr,False,S3_D3 hbr
569,m_speech__ild_10__itd_0__targ_r,57.0,9.118181607134024e-16,0.43051133969274735,1.928555336596425e-08,-0.7939607658104035,-0.01531197271951838,3,3,hbr,False,S3_D3 hbr
570,Exhale,57.0,3.623277654006133e-15,0.91273260483002,3.071202177800857e-08,0.11007998281981812,0.003380778829685064,4,3,hbo,False,S4_D3 hbo
571,Hold_Breath,57.0,3.623277654006133e-15,0.1474207148623071,4.007355775836043e-08,-1.4686665385354734,-0.05885469335977257,4,3,hbo,False,S4_D3 hbo
572,Inhale,57.0,3.623277654006133e-15,0.8468519592867157,2.8329717210623228e-08,0.19401751957821076,0.005496461463557266,4,3,hbo,False,S4_D3 hbo
615,m_noise__ild_0__itd_500__targ_l,57.0,3.623277654006133e-15,0.5699630503397458,3.8204738748518105e-08,0.5714175474774772,0.021830858117695955,4,3,hbo,False,S4_D3 hbo
616,m_noise__ild_0__itd_500__targ_r,57.0,3.623277654006133e-15,0.895769067498317,3.7840567254640046e-08,0.13159369462376802,0.0049795800516972575,4,3,hbo,False,S4_D3 hbo
617,m_noise__ild_0__itd_50__targ_l,57.0,3.623277654006133e-15,0.8785952400073418,3.84118270419445e-08,0.15343745071006068,0.005893812818431735,4,3,hbo,False,S4_D3 hbo
618,m_noise__ild_0__itd_50__targ_r,57.0,3.623277654006133e-15,0.2156550298777105,3.808659594900516e-08,1.252077559468036,0.047687372104275566,4,3,hbo,False,S4_D3 hbo
619,m_noise__ild_10__itd_0__targ_l,57.0,3.623277654006133e-15,0.8859563134440813,3.836561384538684e-08,-0.14406624311977226,-0.0055271898516888,4,3,hbo,False,S4_D3 hbo
620,m_noise__ild_10__itd_0__targ_r,57.0,3.623277654006133e-15,0.8106141140004961,3.390926388843271e-08,0.24074821503192748,0.008163594754186772,4,3,hbo,False,S4_D3 hbo
621,m_speech__ild_0__itd_500__targ_l,57.0,3.623277654006133e-15,0.6080185864971885,3.814056155222492e-08,-0.5157575737747541,-0.019671283488582197,4,3,hbo,False,S4_D3 hbo
622,m_speech__ild_0__itd_500__targ_r,57.0,3.623277654006133e-15,0.9765487340682659,3.823784624392956e-08,0.02952535545200544,0.0011289860020711512,4,3,hbo,False,S4_D3 hbo
623,m_speech__ild_0__itd_50__targ_l,57.0,3.623277654006133e-15,0.298069269210821,3.8247474321926476e-08,1.0501763572756049,0.040166593258392974,4,3,hbo,False,S4_D3 hbo
624,m_speech__ild_0__itd_50__targ_r,57.0,3.623277654006133e-15,0.8459035111758002,3.822660432470785e-08,0.195234672533014,0.007463158577383434,4,3,hbo,False,S4_D3 hbo
625,m_speech__ild_10__itd_0__targ_l,57.0,3.623277654006133e-15,0.817823817482274,3.803179441143582e-08,-0.23141153916908616,-0.008800996082112612,4,3,hbo,False,S4_D3 hbo
626,m_speech__ild_10__itd_0__targ_r,57.0,3.623277654006133e-15,0.7405529427390164,3.844401991857405e-08,0.3327377616707713,0.012791777137332878,4,3,hbo,False,S4_D3 hbo
627,Exhale,57.0,8.62389805885574e-16,0.5948162002638869,1.4983366627143783e-08,0.5348758813707034,0.008014241430593915,4,3,hbr,False,S4_D3 hbr
628,Hold_Breath,57.0,8.62389805885574e-16,0.26087046677120873,1.955054643707895e-08,-1.1356144214732022,-0.022201882481628386,4,3,hbr,False,S4_D3 hbr
629,Inhale,57.0,8.62389805885574e-16,0.8516543822102802,1.3821120031701042e-08,0.18785896697295731,0.0025964213315646046,4,3,hbr,False,S4_D3 hbr
672,m_noise__ild_0__itd_500__targ_l,57.0,8.62389805885574e-16,0.7142844451982586,1.8638812244304517e-08,0.36793509979116484,0.0068578732430969675,4,3,hbr,False,S4_D3 hbr
673,m_noise__ild_0__itd_500__targ_r,57.0,8.62389805885574e-16,0.885913000451053,1.8461145171541604e-08,0.14412134542055288,0.00266064508012672,4,3,hbr,False,S4_D3 hbr
674,m_noise__ild_0__itd_50__targ_l,57.0,8.62389805885574e-16,0.8210073211900825,1.8739843685576123e-08,0.22729542006897743,0.004259480642539999,4,3,hbr,False,S4_D3 hbr
675,m_noise__ild_0__itd_50__targ_r,57.0,8.62389805885574e-16,0.3153593060027368,1.8581174329996733e-08,1.0129613627129344,0.018822011670120084,4,3,hbr,False,S4_D3 hbr
676,m_noise__ild_10__itd_0__targ_l,57.0,8.62389805885574e-16,0.7870888014393415,1.8717297815035894e-08,-0.271367492990263,-0.005079266183618419,4,3,hbr,False,S4_D3 hbr
677,m_noise__ild_10__itd_0__targ_r,57.0,8.62389805885574e-16,0.9577234168127657,1.65431939508705e-08,-0.05324431930131447,-0.000880831100983723,4,3,hbr,False,S4_D3 hbr
678,m_speech__ild_0__itd_500__targ_l,57.0,8.62389805885574e-16,0.6014362883218816,1.860750234005551e-08,-0.5252650629907132,-0.0097738708887491,4,3,hbr,False,S4_D3 hbr
679,m_speech__ild_0__itd_500__targ_r,57.0,8.62389805885574e-16,0.7161347367157982,1.8654964282273295e-08,-0.36544119533821695,-0.0068172924463056955,4,3,hbr,False,S4_D3 hbr
680,m_speech__ild_0__itd_50__targ_l,57.0,8.62389805885574e-16,0.5151978245670905,1.8659661499004425e-08,0.6548507969055432,0.012219294202610729,4,3,hbr,False,S4_D3 hbr
681,m_speech__ild_0__itd_50__targ_r,57.0,8.62389805885574e-16,0.4616467070230109,1.8649479726469412e-08,-0.741147322824623,-0.013822011971344887,4,3,hbr,False,S4_D3 hbr
682,m_speech__ild_10__itd_0__targ_l,57.0,8.62389805885574e-16,0.8272619952665734,1.8554438495571124e-08,-0.2192197417577677,-0.004067499215459486,4,3,hbr,False,S4_D3 hbr
683,m_speech__ild_10__itd_0__targ_r,57.0,8.62389805885574e-16,0.6098827150288954,1.875554951167932e-08,0.5130736162671892,0.009622977613035622,4,3,hbr,False,S4_D3 hbr
684,Exhale,57.0,1.7048943227478094e-15,0.017944549923622575,2.1067176393364975e-08,-2.437221926634226,-0.051345384238180074,5,4,hbo,True,S5_D4 hbo
685,Hold_Breath,57.0,1.7048943227478094e-15,5.5290841220006476e-05,2.7488802792188585e-08,-4.358800751104646,-0.11981821425755909,5,4,hbo,True,S5_D4 hbo
686,Inhale,57.0,1.7048943227478094e-15,0.864222392967537,1.9433014015303507e-08,-0.17177555335790462,-0.003338116735890676,5,4,hbo,False,S5_D4 hbo
729,m_noise__ild_0__itd_500__targ_l,57.0,1.7048943227478094e-15,0.005153738474171355,2.6206870263871177e-08,-2.909535829980745,-0.07624982802439012,5,4,hbo,True,S5_D4 hbo
730,m_noise__ild_0__itd_500__targ_r,57.0,1.7048943227478094e-15,0.0003378334787563851,2.5957063684727047e-08,-3.8145086474297667,-0.0990134438872765,5,4,hbo,True,S5_D4 hbo
731,m_noise__ild_0__itd_50__targ_l,57.0,1.7048943227478094e-15,0.09084948866760205,2.6348924265986354e-08,-1.720047371882866,-0.045321397935650494,5,4,hbo,False,S5_D4 hbo
732,m_noise__ild_0__itd_50__targ_r,57.0,1.7048943227478094e-15,0.022056025257557746,2.612582919093447e-08,-2.353752009288303,-0.06149372295248501,5,4,hbo,True,S5_D4 hbo
733,m_noise__ild_10__itd_0__targ_l,57.0,1.7048943227478094e-15,0.5958395378326243,2.631722392497271e-08,0.5333869847583947,0.01403726471655268,5,4,hbo,False,S5_D4 hbo
734,m_noise__ild_10__itd_0__targ_r,57.0,1.7048943227478094e-15,0.5630377516479574,2.326035221225004e-08,-0.5817367516282002,-0.013531401737682159,5,4,hbo,False,S5_D4 hbo
735,m_speech__ild_0__itd_500__targ_l,57.0,1.7048943227478094e-15,0.00028845098575447614,2.616284736220378e-08,-3.863423351723332,-0.10107815544671125,5,4,hbo,True,S5_D4 hbo
736,m_speech__ild_0__itd_500__targ_r,57.0,1.7048943227478094e-15,0.008756757815029055,2.622958063607712e-08,-2.714919918083756,-0.07121121091186979,5,4,hbo,True,S5_D4 hbo
737,m_speech__ild_0__itd_50__targ_l,57.0,1.7048943227478094e-15,0.6110853649066965,2.6236185099272553e-08,-0.5113440362516246,-0.013415716784506758,5,4,hbo,False,S5_D4 hbo
738,m_speech__ild_0__itd_50__targ_r,57.0,1.7048943227478094e-15,0.008843588175587226,2.622186914456557e-08,-2.711219291488644,-0.07109323748363701,5,4,hbo,True,S5_D4 hbo
739,m_speech__ild_10__itd_0__targ_l,57.0,1.7048943227478094e-15,0.001150595406496085,2.6088237603283687e-08,-3.4236782073008607,-0.0893177305492492,5,4,hbo,True,S5_D4 hbo
740,m_speech__ild_10__itd_0__targ_r,57.0,1.7048943227478094e-15,0.03180760221019344,2.6371007247545396e-08,-2.2009147591159053,-0.058040339063875165,5,4,hbo,True,S5_D4 hbo
741,Exhale,57.0,5.17996021072655e-16,0.8831246807916313,1.1612368557571021e-08,-0.14766955875519552,-0.0017147933409992191,5,4,hbr,False,S5_D4 hbr
742,Hold_Breath,57.0,5.17996021072655e-16,0.3603621543678496,1.5152011986277156e-08,-0.9221017971135933,-0.013971697482432871,5,4,hbr,False,S5_D4 hbr
743,Inhale,57.0,5.17996021072655e-16,0.5930884262707209,1.0711607323002205e-08,-0.5373924214360899,-0.005756336596780707,5,4,hbr,False,S5_D4 hbr
786,m_noise__ild_0__itd_500__targ_l,57.0,5.17996021072655e-16,0.0061861515772903405,1.4445402201140075e-08,-2.8433963858479707,-0.04107400441084202,5,4,hbr,True,S5_D4 hbr
787,m_noise__ild_0__itd_500__targ_r,57.0,5.17996021072655e-16,0.02338434328687346,1.4307707143626755e-08,-2.329757422738618,-0.03333348692023479,5,4,hbr,True,S5_D4 hbr
788,m_noise__ild_0__itd_50__targ_l,57.0,5.17996021072655e-16,0.23016172630766488,1.4523703317380738e-08,-1.2129241514099611,-0.01761615052156407,5,4,hbr,False,S5_D4 hbr
789,m_noise__ild_0__itd_50__targ_r,57.0,5.17996021072655e-16,0.0162491347694632,1.4400731819610522e-08,-2.476756417888939,-0.035667104956517814,5,4,hbr,True,S5_D4 hbr
790,m_noise__ild_10__itd_0__targ_l,57.0,5.17996021072655e-16,0.3642230381050051,1.4506229877353575e-08,-0.9146605374325086,-0.013268276015739735,5,4,hbr,False,S5_D4 hbr
791,m_noise__ild_10__itd_0__targ_r,57.0,5.17996021072655e-16,0.34182920924629445,1.2821261740260042e-08,-0.9585592208681997,-0.012289938664290925,5,4,hbr,False,S5_D4 hbr
792,m_speech__ild_0__itd_500__targ_l,57.0,5.17996021072655e-16,0.07680934477715558,1.4421136483248403e-08,-1.8021559137743772,-0.025989136396633535,5,4,hbr,False,S5_D4 hbr
793,m_speech__ild_0__itd_500__targ_r,57.0,5.17996021072655e-16,0.13903108713804854,1.445792031022175e-08,-1.5003957565871935,-0.021692602282532513,5,4,hbr,False,S5_D4 hbr
794,m_speech__ild_0__itd_50__targ_l,57.0,5.17996021072655e-16,0.1719887491747293,1.4461560734515838e-08,-1.3832294242212337,-0.020003656328144742,5,4,hbr,False,S5_D4 hbr
795,m_speech__ild_0__itd_50__targ_r,57.0,5.17996021072655e-16,0.03321586683295615,1.4453669684514316e-08,-2.1823962499544005,-0.031543634517563646,5,4,hbr,True,S5_D4 hbr
796,m_speech__ild_10__itd_0__targ_l,57.0,5.17996021072655e-16,0.023815960961869654,1.4380011085027285e-08,-2.3222220215447718,-0.03339357841170829,5,4,hbr,True,S5_D4 hbr
797,m_speech__ild_10__itd_0__targ_r,57.0,5.17996021072655e-16,0.17224012839492173,1.4535875604540891e-08,-1.3824055293459327,-0.020094474809601984,5,4,hbr,False,S5_D4 hbr
798,Exhale,57.0,1.105490962648296e-14,0.40094203756294977,9.065375439571129e-08,-0.8462682192736389,-0.0767173913029284,5,5,hbo,False,S5_D5 hbo
799,Hold_Breath,57.0,1.105490962648296e-14,0.31062888850722564,1.20487854288428e-07,-1.023002483299577,-0.12325937414449942,5,5,hbo,False,S5_D5 hbo
800,Inhale,57.0,1.105490962648296e-14,0.6870273126443718,8.899837881646849e-08,0.4049537359360991,0.0360402259939851,5,5,hbo,False,S5_D5 hbo
843,m_noise__ild_0__itd_500__targ_l,57.0,1.105490962648296e-14,0.6241092426588531,1.1729802505516925e-07,0.49271136869566173,0.05779407047023047,5,5,hbo,False,S5_D5 hbo
844,m_noise__ild_0__itd_500__targ_r,57.0,1.105490962648296e-14,0.7995820642622562,1.163812486088409e-07,-0.25507659863068377,-0.02968613303953514,5,5,hbo,False,S5_D5 hbo
845,m_noise__ild_0__itd_50__targ_l,57.0,1.105490962648296e-14,0.9971244085792057,1.1779743706499722e-07,-0.003619868428806827,-0.00042641122342594254,5,5,hbo,False,S5_D5 hbo
846,m_noise__ild_0__itd_50__targ_r,57.0,1.105490962648296e-14,0.8275597722812535,1.1703390770130992e-07,0.2188356355304618,0.025611189570429564,5,5,hbo,False,S5_D5 hbo
847,m_noise__ild_10__itd_0__targ_l,57.0,1.105490962648296e-14,0.6091553823018612,1.176514194796809e-07,0.5141203777820711,0.060486992229490465,5,5,hbo,False,S5_D5 hbo
848,m_noise__ild_10__itd_0__targ_r,57.0,1.105490962648296e-14,0.7495807617948691,1.0430390538349906e-07,0.3207395445614892,0.033454387108688144,5,5,hbo,False,S5_D5 hbo
849,m_speech__ild_0__itd_500__targ_l,57.0,1.105490962648296e-14,0.6956434995168589,1.1714139624015802e-07,-0.3931933299666861,-0.046059215664614774,5,5,hbo,False,S5_D5 hbo
850,m_speech__ild_0__itd_500__targ_r,57.0,1.105490962648296e-14,0.8825067401196899,1.1737862266567063e-07,0.14845615967979253,0.017425579549448917,5,5,hbo,False,S5_D5 hbo
851,m_speech__ild_0__itd_50__targ_l,57.0,1.105490962648296e-14,0.9482334601598121,1.1741672796793678e-07,0.0652119060210726,0.00765696862954694,5,5,hbo,False,S5_D5 hbo
852,m_speech__ild_0__itd_50__targ_r,57.0,1.105490962648296e-14,0.7914175167240244,1.1728697413187372e-07,0.26571489241198,0.0311648957127775,5,5,hbo,False,S5_D5 hbo
853,m_speech__ild_10__itd_0__targ_l,57.0,1.105490962648296e-14,0.9283144438125096,1.1688064837925722e-07,-0.09036439925361699,-0.01056184957516482,5,5,hbo,False,S5_D5 hbo
854,m_speech__ild_10__itd_0__targ_r,57.0,1.105490962648296e-14,0.9423636645685648,1.1786145077392538e-07,0.0726188315262566,0.008558960837191874,5,5,hbo,False,S5_D5 hbo
855,Exhale,57.0,3.117233572050598e-15,0.6446280388386345,2.8486708512318893e-08,-0.4637008287833199,-0.013209310346471126,5,5,hbr,False,S5_D5 hbr
856,Hold_Breath,57.0,3.117233572050598e-15,0.7212026562170109,3.716993192976337e-08,-0.35862217511675953,-0.013329961837593631,5,5,hbr,False,S5_D5 hbr
857,Inhale,57.0,3.117233572050598e-15,0.905713469001738,2.627701954136139e-08,0.1189750161932136,0.0031263088254428616,5,5,hbr,False,S5_D5 hbr
900,m_noise__ild_0__itd_500__targ_l,57.0,3.117233572050598e-15,0.6146085733280047,3.543652268759558e-08,-0.5062860467456362,-0.01794101698191481,5,5,hbr,False,S5_D5 hbr
901,m_noise__ild_0__itd_500__targ_r,57.0,3.117233572050598e-15,0.407342506382101,3.509873811354229e-08,-0.8347518866972647,-0.029298737860972625,5,5,hbr,False,S5_D5 hbr
902,m_noise__ild_0__itd_50__targ_l,57.0,3.117233572050598e-15,0.8174441975914923,3.5628605901582336e-08,-0.23190263435519545,-0.008262367566980008,5,5,hbr,False,S5_D5 hbr
903,m_noise__ild_0__itd_50__targ_r,57.0,3.117233572050598e-15,0.2829015583074595,3.532694020823681e-08,-1.0840618474965709,-0.038296588068542095,5,5,hbr,False,S5_D5 hbr
904,m_noise__ild_10__itd_0__targ_l,57.0,3.117233572050598e-15,0.333982090156559,3.558574119312139e-08,-0.9743859514725732,-0.03467424629131633,5,5,hbr,False,S5_D5 hbr
905,m_noise__ild_10__itd_0__targ_r,57.0,3.117233572050598e-15,0.8421558066291961,3.14522867702824e-08,-0.20004703615349076,-0.0062919367486446425,5,5,hbr,False,S5_D5 hbr
906,m_speech__ild_0__itd_500__targ_l,57.0,3.117233572050598e-15,0.535733022684916,3.5376995604124605e-08,-0.6230556582627823,-0.022041837283487412,5,5,hbr,False,S5_D5 hbr
907,m_speech__ild_0__itd_500__targ_r,57.0,3.117233572050598e-15,0.3805508007028878,3.546723129994862e-08,-0.8837365665134296,-0.03134368921275424,5,5,hbr,False,S5_D5 hbr
908,m_speech__ild_0__itd_50__targ_l,57.0,3.117233572050598e-15,0.280679613843,3.5476161752440954e-08,-1.0891307555433467,-0.038638178853214,5,5,hbr,False,S5_D5 hbr
909,m_speech__ild_0__itd_50__targ_r,57.0,3.117233572050598e-15,0.5538571760949604,3.545680394097165e-08,-0.5955139880724145,-0.02111502271918973,5,5,hbr,False,S5_D5 hbr
910,m_speech__ild_10__itd_0__targ_l,57.0,3.117233572050598e-15,0.30441671553079563,3.52761094476295e-08,-1.0363475578704793,-0.03655830987722257,5,5,hbr,False,S5_D5 hbr
911,m_speech__ild_10__itd_0__targ_r,57.0,3.117233572050598e-15,0.3602662500805893,3.565846616605297e-08,-0.9222872893684846,-0.032887350103326815,5,5,hbr,False,S5_D5 hbr
912,Exhale,57.0,1.0045219320199614e-15,0.15822047501407271,2.732674525930654e-08,-1.429843714419516,-0.039072974944562765,6,4,hbo,False,S6_D4 hbo
913,Hold_Breath,57.0,1.0045219320199614e-15,0.0004140970427673789,3.631996184744978e-08,-3.7510465272446707,-0.13623786675753544,6,4,hbo,True,S6_D4 hbo
914,Inhale,57.0,1.0045219320199614e-15,0.7917691439103336,2.682774742889142e-08,-0.26525610544599354,-0.007116223800876504,6,4,hbo,False,S6_D4 hbo
957,m_noise__ild_0__itd_500__targ_l,57.0,1.0045219320199614e-15,0.12928729498733613,3.5358416995181926e-08,-1.539206556683995,-0.05442390727295082,6,4,hbo,False,S6_D4 hbo
958,m_noise__ild_0__itd_500__targ_r,57.0,1.0045219320199614e-15,0.009255837888061275,3.508206311910095e-08,-2.6940917140949963,-0.09451429556252755,6,4,hbo,True,S6_D4 hbo
959,m_noise__ild_0__itd_50__targ_l,57.0,1.0045219320199614e-15,0.8165845655905732,3.5508960178561134e-08,-0.23301490747935205,-0.00827411707069542,6,4,hbo,False,S6_D4 hbo
960,m_noise__ild_0__itd_50__targ_r,57.0,1.0045219320199614e-15,0.595236074353959,3.527880123414051e-08,0.5342648439519428,0.01884822323616969,6,4,hbo,False,S6_D4 hbo
961,m_noise__ild_10__itd_0__targ_l,57.0,1.0045219320199614e-15,0.6312568330640866,3.5464944512757584e-08,-0.48255923438432363,-0.01711393647155882,6,4,hbo,False,S6_D4 hbo
962,m_noise__ild_10__itd_0__targ_r,57.0,1.0045219320199614e-15,0.12481529298700493,3.144145844775441e-08,1.5578035160742403,0.048979614520413946,6,4,hbo,False,S6_D4 hbo
963,m_speech__ild_0__itd_500__targ_l,57.0,1.0045219320199614e-15,0.0963510726346165,3.531120267122358e-08,-1.6907259633127507,-0.05970156715203626,6,4,hbo,False,S6_D4 hbo
964,m_speech__ild_0__itd_500__targ_r,57.0,1.0045219320199614e-15,0.16056082317596473,3.538271240782491e-08,-1.421704398638483,-0.05030375786596511,6,4,hbo,False,S6_D4 hbo
965,m_speech__ild_0__itd_50__targ_l,57.0,1.0045219320199614e-15,0.8908808131210877,3.5394198902730687e-08,-0.13780420792026937,-0.00487746954476327,6,4,hbo,False,S6_D4 hbo
966,m_speech__ild_0__itd_50__targ_r,57.0,1.0045219320199614e-15,0.0005706773990964289,3.53550857954121e-08,-3.6499453547571497,-0.12904413116600488,6,4,hbo,True,S6_D4 hbo
967,m_speech__ild_10__itd_0__targ_l,57.0,1.0045219320199614e-15,0.004872064712731709,3.523260261302144e-08,-2.929717148394579,-0.10322156005794056,6,4,hbo,True,S6_D4 hbo
968,m_speech__ild_10__itd_0__targ_r,57.0,1.0045219320199614e-15,0.8908884951674644,3.5528256525730025e-08,-0.1377944437231078,-0.004895596344414843,6,4,hbo,False,S6_D4 hbo
969,Exhale,57.0,2.4945448475938295e-16,0.8741821578287243,8.058482319388616e-09,-0.15906216554556507,-0.0012817996487326012,6,4,hbr,False,S6_D4 hbr
970,Hold_Breath,57.0,2.4945448475938295e-16,0.04004310734819767,1.0514842005679431e-08,-2.101345302175286,-0.022095313851749836,6,4,hbr,True,S6_D4 hbr
971,Inhale,57.0,2.4945448475938295e-16,0.32000866320552246,7.433392920376137e-09,-1.0031908009547599,-0.007457111397603579,6,4,hbr,False,S6_D4 hbr
1014,m_noise__ild_0__itd_500__targ_l,57.0,2.4945448475938295e-16,1.7822946493635343e-06,1.0024485328486158e-08,-5.324366175044111,-0.053374030605217664,6,4,hbr,True,S6_D4 hbr
1015,m_noise__ild_0__itd_500__targ_r,57.0,2.4945448475938295e-16,0.0002134326883684721,9.928930904689057e-09,-3.955839617740307,-0.03927725823457508,6,4,hbr,True,S6_D4 hbr
1016,m_noise__ild_0__itd_50__targ_l,57.0,2.4945448475938295e-16,0.004648422785248683,1.007882292186218e-08,-2.946527525040356,-0.029697529159274583,6,4,hbr,True,S6_D4 hbr
1017,m_noise__ild_0__itd_50__targ_r,57.0,2.4945448475938295e-16,0.13263615689786742,9.993486012715945e-09,-1.5256133287742106,-0.015246195461918084,6,4,hbr,False,S6_D4 hbr
1018,m_noise__ild_10__itd_0__targ_l,57.0,2.4945448475938295e-16,7.042581254227178e-05,1.0066697109042882e-08,-4.287855638130998,-0.043164543956366534,6,4,hbr,True,S6_D4 hbr
1019,m_noise__ild_10__itd_0__targ_r,57.0,2.4945448475938295e-16,0.49560669865840457,8.89740198426417e-09,-0.6858200613719068,-0.0061020167748985785,6,4,hbr,False,S6_D4 hbr
1020,m_speech__ild_0__itd_500__targ_l,57.0,2.4945448475938295e-16,0.04234663341842305,1.0007645968141381e-08,-2.076715601253017,-0.020783034513856057,6,4,hbr,True,S6_D4 hbr
1021,m_speech__ild_0__itd_500__targ_r,57.0,2.4945448475938295e-16,0.012642662846163765,1.0033172355616474e-08,-2.5750493620501427,-0.025835914073669326,6,4,hbr,True,S6_D4 hbr
1022,m_speech__ild_0__itd_50__targ_l,57.0,2.4945448475938295e-16,0.033447429657232006,1.00356986528713e-08,-2.1794175271834253,-0.0218719775415988,6,4,hbr,True,S6_D4 hbr
1023,m_speech__ild_0__itd_50__targ_r,57.0,2.4945448475938295e-16,3.671744078647313e-09,1.0030222604931258e-08,-6.962662132955362,-0.06983705111646776,6,4,hbr,True,S6_D4 hbr
1024,m_speech__ild_10__itd_0__targ_l,57.0,2.4945448475938295e-16,0.00014055571155957903,9.979106717703396e-09,-4.082351239132458,-0.040738218674451494,6,4,hbr,True,S6_D4 hbr
1025,m_speech__ild_10__itd_0__targ_r,57.0,2.4945448475938295e-16,0.0001017164278458969,1.0087269963512667e-08,-4.179084334208754,-0.04215555187945029,6,4,hbr,True,S6_D4 hbr
1026,Exhale,57.0,5.0593423236406304e-15,0.022058914615434445,3.629147603457689e-08,-2.3536984323233585,-0.08541919024928436,6,5,hbo,True,S6_D5 hbo
1027,Hold_Breath,57.0,5.0593423236406304e-15,0.0023168558318963604,4.7353722640596273e-08,-3.189504668974413,-0.15103491945550118,6,5,hbo,True,S6_D5 hbo
1028,Inhale,57.0,5.0593423236406304e-15,0.19217316405922133,3.3476378098685337e-08,1.3198148084805144,0.04418261954893767,6,5,hbo,False,S6_D5 hbo
